#timestamp	roof °C	floor °C	table °C	outdoor °C	heater °C
1139701996	21.00	17.94	21.00	-11.75	43.06
1139702000	21.06	17.94	21.00	-11.75	43.06
1139702004	21.06	17.94	21.00	-11.75	43.06
1139702008	21.06	17.94	21.00	-11.69	43.00
1139702012	21.06	17.94	21.00	-11.69	43.00
1139702017	21.00	17.88	21.00	-11.69	43.00
1139702021	21.00	17.88	21.00	-11.69	43.00
1139702025	21.00	17.88	21.00	-11.69	43.06
1139702029	21.00	17.94	21.00	-11.69	43.06
1139702033	21.00	17.94	21.00	-11.69	43.00
1139702037	21.06	17.88	21.00	-11.69	42.94
1139702041	21.00	17.88	21.00	-11.69	42.94
1139702045	21.06	17.88	21.00	-11.69	42.94
1139702049	21.06	17.81	21.00	-11.69	43.00
1139702054	21.06	17.88	21.00	-11.69	43.00
1139702058	21.00	17.94	21.00	-11.69	43.06
1139702062	21.06	17.88	21.00	-11.69	43.06
1139702066	21.06	17.94	21.00	-11.62	43.06
1139702070	21.00	17.94	21.00	-11.69	43.06
1139702074	21.06	17.94	21.00	-11.69	43.06
1139702078	21.00	17.88	21.00	-11.69	43.00
1139702083	21.00	17.88	21.00	-11.62	43.06
1139702087	21.00	17.88	21.00	-11.62	43.06
1139702091	21.00	17.94	21.00	-11.62	43.06
1139702095	21.00	17.94	21.00	-11.62	43.06
1139702099	21.00	17.88	21.00	-11.62	43.12
1139702103	21.00	17.94	21.00	-11.62	43.06
1139702107	21.00	17.94	21.00	-11.62	43.06
1139702111	21.00	17.88	21.00	-11.62	43.06
1139702115	21.00	17.88	21.00	-11.56	43.00
1139702119	21.00	17.88	21.00	-11.62	43.00
1139702123	21.06	17.88	21.00	-11.62	43.00
1139702127	21.06	17.94	21.00	-11.56	43.06
1139702131	21.06	17.94	21.00	-11.56	43.06
1139702135	21.06	17.94	21.00	-11.56	43.06
1139702139	21.06	17.88	21.00	-11.56	43.06
1139702144	21.06	17.88	21.00	-11.56	43.06
1139702148	21.06	17.88	21.00	-11.56	43.06
1139702152	21.06	17.88	21.00	-11.56	43.06
1139702156	21.06	17.88	21.00	-11.56	43.06
1139702161	21.06	17.88	21.00	-11.56	43.00
1139702165	21.06	17.88	21.00	-11.56	43.00
1139702169	21.06	17.81	21.00	-11.56	43.06
1139702173	21.00	17.81	21.00	-11.56	43.06
1139702177	21.06	17.81	21.00	-11.56	43.06
1139702181	21.06	17.81	20.94	-11.56	43.06
1139702185	21.00	17.88	21.00	-11.56	43.00
1139702189	21.06	17.81	21.00	-11.56	42.94
1139702193	21.06	17.81	21.00	-11.56	43.00
1139702197	21.06	17.81	21.00	-11.56	43.00
1139702201	21.00	17.75	21.00	-11.56	43.06
1139702206	21.06	17.75	21.00	-11.56	43.06
1139702210	21.06	17.81	21.00	-11.56	43.06
1139702214	21.06	17.81	21.00	-11.56	43.12
1139702219	21.06	17.81	21.00	-11.56	43.12
1139702223	21.00	17.81	21.00	-11.56	43.12
1139702227	21.00	17.81	21.00	-11.56	43.12
1139702231	21.00	17.81	21.00	-11.56	43.12
1139702235	21.00	17.81	21.00	-11.56	43.06
1139702239	21.00	17.81	21.00	-11.56	43.06
1139702243	21.00	17.81	21.00	-11.56	43.06
1139702247	21.00	17.81	21.00	-11.56	43.00
1139702251	21.00	17.81	21.00	-11.56	43.00
1139702255	21.00	17.81	21.00	-11.56	43.00
1139702259	21.00	17.81	21.00	-11.56	43.00
1139702263	21.00	17.81	21.00	-11.56	43.00
1139702268	21.00	17.81	21.00	-11.62	43.06
1139702272	21.00	17.81	21.00	-11.56	43.06
1139702276	21.00	17.81	21.00	-11.56	43.06
1139702280	21.00	17.81	21.00	-11.56	43.06
1139702284	21.00	17.81	21.00	-11.56	43.12
1139702288	21.00	17.88	21.00	-11.56	43.12
1139702292	21.00	17.81	21.00	-11.56	43.19
1139702296	21.00	17.81	21.00	-11.56	43.12
1139702300	21.00	17.81	21.00	-11.56	43.12
1139702304	21.00	17.81	21.00	-11.56	43.12
1139702308	21.00	17.81	20.94	-11.56	43.12
1139702313	21.00	17.81	21.00	-11.56	43.06
1139702317	21.06	17.81	21.00	-11.56	43.06
1139702321	21.06	17.81	21.00	-11.56	43.06
1139702325	21.06	17.88	21.00	-11.56	43.06
1139702329	21.06	17.88	21.00	-11.56	43.12
1139702333	21.06	17.94	21.00	-11.56	43.12
1139702338	21.06	17.88	21.00	-11.56	43.12
1139702342	21.00	17.88	21.00	-11.56	43.12
1139702346	21.06	17.81	21.00	-11.56	43.06
1139702350	21.00	17.81	21.00	-11.56	43.00
1139702354	21.06	17.81	21.00	-11.56	43.00
1139702358	21.00	17.81	21.00	-11.56	43.06
1139702362	21.00	17.81	21.00	-11.56	43.06
1139702366	21.00	17.81	21.00	-11.56	43.06
1139702370	21.00	17.81	21.00	-11.56	43.12
1139702374	21.06	17.88	21.00	-11.56	43.12
1139702378	21.00	17.88	21.00	-11.56	43.12
1139702382	21.00	17.94	21.00	-11.56	43.12
1139702386	21.06	17.94	21.00	-11.56	43.12
1139702391	21.06	17.94	21.00	-11.56	43.12
1139702395	21.06	17.94	21.00	-11.56	43.12
1139702399	21.06	17.94	21.00	-11.56	43.19
1139702403	21.06	18.00	21.00	-11.56	43.19
1139702407	21.00	18.00	21.00	-11.56	43.19
1139702411	21.06	18.06	21.00	-11.56	43.19
1139702415	21.06	18.00	21.00	-11.56	43.19
1139702420	21.00	18.00	21.00	-11.56	43.12
1139702424	21.00	18.00	21.00	-11.56	43.12
1139702428	21.00	17.94	21.00	-11.56	43.12
1139702432	21.00	17.94	21.00	-11.56	43.12
1139702436	21.00	17.94	21.00	-11.56	43.19
1139702440	21.00	17.94	21.00	-11.56	43.12
1139702445	21.00	17.94	21.00	-11.56	43.12
1139702449	21.00	17.88	21.00	-11.56	43.12
1139702453	21.06	17.81	21.00	-11.56	43.12
1139702457	21.06	17.81	21.00	-11.56	43.12
1139702461	21.06	17.81	21.00	-11.56	43.12
1139702465	21.06	17.81	21.00	-11.56	43.12
1139702470	21.06	17.88	21.00	-11.56	43.12
1139702474	21.06	17.88	21.00	-11.56	43.12
1139702478	21.06	17.81	21.00	-11.56	43.19
1139702482	21.06	17.88	21.00	-11.56	43.12
1139702486	21.06	17.81	21.00	-11.56	43.12
1139702490	21.00	17.81	21.00	-11.56	43.12
1139702494	21.00	17.88	21.00	-11.56	43.19
1139702499	21.00	17.88	21.00	-11.56	43.19
1139702503	21.00	17.88	21.00	-11.56	43.19
1139702507	21.00	17.81	21.00	-11.56	43.12
1139702511	21.00	17.88	21.00	-11.56	43.12
1139702515	21.00	17.88	21.00	-11.56	43.12
1139702520	21.00	17.81	21.00	-11.56	43.12
1139702524	21.00	17.88	21.00	-11.56	43.19
1139702528	21.00	17.81	21.00	-11.62	43.12
1139702532	21.00	17.88	21.00	-11.56	43.12
1139702536	21.00	17.88	21.00	-11.56	43.06
1139702540	21.00	17.88	21.00	-11.56	43.06
1139702544	21.06	17.88	21.00	-11.56	43.06
1139702549	21.00	17.94	21.00	-11.56	43.06
1139702553	21.00	18.00	21.00	-11.56	43.12
1139702557	21.06	18.00	21.00	-11.56	43.12
1139702562	21.00	18.00	21.00	-11.56	43.12
1139702566	21.00	18.00	21.00	-11.62	43.12
1139702570	21.06	17.94	21.00	-11.56	43.12
1139702574	21.00	17.88	21.00	-11.62	43.12
1139702579	21.00	17.88	20.94	-11.56	43.12
1139702583	21.00	17.88	21.00	-11.56	43.12
1139702587	21.06	17.88	21.00	-11.56	43.19
1139702591	21.00	17.88	21.00	-11.56	43.19
1139702595	21.00	17.94	21.00	-11.62	43.12
1139702599	21.00	17.88	21.00	-11.62	43.12
1139702603	21.00	17.94	21.00	-11.62	43.12
1139702607	21.06	17.94	21.00	-11.62	43.12
1139702611	21.06	17.94	21.00	-11.62	43.12
1139702616	21.06	17.94	21.00	-11.62	43.12
1139702620	21.06	17.88	21.00	-11.62	43.12
1139702624	21.06	17.88	21.00	-11.62	43.12
1139702628	21.06	17.88	21.00	-11.62	43.12
1139702633	21.00	17.81	21.00	-11.56	43.12
1139702637	21.00	17.81	21.00	-11.56	43.06
1139702642	21.06	17.81	20.94	-11.56	43.06
1139702646	21.06	17.81	21.00	-11.56	43.06
1139702650	21.06	17.81	21.00	-11.56	43.00
1139702654	21.06	17.81	21.00	-11.56	43.00
1139702658	21.06	17.88	21.00	-11.56	43.00
1139702662	21.06	17.88	21.00	-11.56	43.06
1139702666	21.06	17.88	21.00	-11.56	43.06
1139702670	21.06	17.81	21.00	-11.56	43.06
1139702674	21.06	17.81	21.00	-11.56	43.00
1139702678	21.06	17.75	21.00	-11.56	42.94
1139702683	21.06	17.75	21.00	-11.56	42.94
1139702687	21.00	17.81	21.00	-11.56	43.00
1139702691	21.06	17.88	21.00	-11.56	43.06
1139702695	21.00	17.88	21.00	-11.56	43.06
1139702699	21.00	17.94	21.00	-11.56	43.06
1139702704	21.00	17.94	21.00	-11.56	43.12
1139702708	21.00	17.94	21.00	-11.56	43.06
1139702712	21.06	17.94	21.00	-11.56	43.06
1139702716	21.06	17.88	21.00	-11.56	43.00
1139702720	21.06	17.94	21.00	-11.56	43.00
1139702724	21.06	17.88	21.00	-11.56	43.00
1139702729	21.00	17.88	21.00	-11.56	43.00
1139702733	21.06	17.94	21.00	-11.56	42.94
1139702737	21.06	17.88	21.00	-11.56	43.00
1139702741	21.00	17.88	21.00	-11.56	43.00
1139702745	21.00	17.88	21.00	-11.62	42.94
1139702749	21.00	17.88	21.00	-11.56	42.94
1139702753	21.00	17.88	21.00	-11.56	42.94
1139702757	21.00	17.94	21.00	-11.56	42.94
1139702762	21.06	17.94	21.00	-11.56	42.94
1139702766	21.00	17.94	21.00	-11.56	43.00
1139702771	21.06	17.88	21.00	-11.56	43.06
1139702775	21.00	17.88	21.00	-11.56	43.12
1139702779	21.06	17.81	21.00	-11.50	43.12
1139702783	21.06	17.88	21.00	-11.56	43.12
1139702787	21.00	17.88	21.00	-11.50	43.12
1139702791	21.06	17.81	21.00	-11.50	43.06
1139702795	21.00	17.88	21.00	-11.56	43.12
1139702799	21.00	17.88	21.00	-11.56	43.06
1139702803	21.00	17.81	21.00	-11.56	43.06
1139702807	21.00	17.88	21.00	-11.56	43.06
1139702812	21.06	17.81	21.00	-11.50	43.06
1139702816	21.00	17.88	21.00	-11.56	43.06
1139702820	21.00	17.88	21.00	-11.56	43.06
1139702824	21.00	17.88	21.00	-11.56	43.06
1139702830	21.00	17.88	21.00	-11.50	43.12
1139702834	21.00	17.88	21.00	-11.50	43.12
1139702838	21.00	17.88	21.00	-11.56	43.12
1139702842	21.00	17.88	21.00	-11.56	43.12
1139702846	21.00	17.88	21.00	-11.56	43.06
1139702850	21.00	17.88	21.00	-11.56	43.06
1139702854	21.00	17.88	21.00	-11.56	43.06
1139702858	21.00	17.88	21.00	-11.56	43.06
1139702862	21.00	17.88	21.00	-11.56	43.00
1139702866	21.00	17.88	21.00	-11.56	43.00
1139702871	21.00	17.88	21.00	-11.56	43.00
1139702875	21.00	17.88	21.00	-11.56	43.00
1139702879	21.00	17.88	21.00	-11.56	43.00
1139702883	21.00	17.88	21.00	-11.56	42.94
1139702887	21.00	17.88	21.00	-11.56	42.94
1139702892	21.00	17.88	21.00	-11.56	42.94
1139702896	21.00	17.94	21.00	-11.56	42.94
1139702900	21.00	17.94	21.00	-11.56	42.94
1139702904	21.00	17.94	21.00	-11.56	43.00
1139702908	21.00	17.94	21.00	-11.50	43.00
1139702912	21.00	18.00	21.00	-11.50	42.94
1139702916	21.06	17.94	21.00	-11.50	43.00
1139702920	21.00	18.00	21.00	-11.56	43.00
1139702925	21.00	17.94	21.00	-11.56	42.94
1139702929	21.06	18.00	21.00	-11.56	42.94
1139702933	21.06	18.00	21.00	-11.56	42.94
1139702937	21.06	18.00	21.00	-11.50	42.94
1139702941	21.06	18.00	21.00	-11.56	43.00
1139702945	21.06	18.00	21.00	-11.50	42.94
1139702949	21.06	17.94	21.00	-11.50	43.00
1139702953	21.06	17.94	21.00	-11.50	43.00
1139702958	21.00	17.94	21.00	-11.50	43.00
1139702962	21.00	17.94	21.00	-11.50	43.00
1139702966	21.00	18.00	21.00	-11.50	43.06
1139702970	21.00	17.94	21.00	-11.50	43.12
1139702974	21.00	17.94	21.00	-11.50	43.12
1139702978	21.00	17.88	20.94	-11.50	43.12
1139702982	21.00	17.81	21.00	-11.50	43.12
1139702986	21.00	17.81	21.00	-11.50	43.12
1139702990	21.00	17.81	20.94	-11.50	43.12
1139702994	21.00	17.81	21.00	-11.50	43.12
1139702998	21.00	17.81	20.94	-11.50	43.12
1139703002	21.00	17.81	21.00	-11.50	43.12
1139703007	21.00	17.81	21.00	-11.50	43.12
1139703011	21.00	17.75	21.00	-11.50	43.12
1139703015	21.00	17.75	21.00	-11.50	43.12
1139703019	21.00	17.88	21.00	-11.50	43.12
1139703023	21.00	17.88	21.00	-11.50	43.12
1139703027	21.00	17.88	21.00	-11.50	43.19
1139703032	21.00	17.88	21.00	-11.50	43.19
1139703036	21.00	17.81	21.00	-11.50	43.19
1139703040	21.00	17.88	21.00	-11.50	43.12
1139703044	21.00	17.81	21.00	-11.50	43.06
1139703049	21.00	17.81	21.00	-11.44	43.00
1139703053	21.00	17.81	21.00	-11.50	43.00
1139703057	21.00	17.75	21.00	-11.50	42.94
1139703061	21.00	17.75	21.00	-11.50	42.94
1139703065	21.00	17.75	21.00	-11.50	42.94
1139703069	21.00	17.81	21.00	-11.50	42.94
1139703073	21.00	17.81	21.00	-11.50	42.94
1139703078	21.00	17.81	21.00	-11.50	43.00
1139703082	21.00	17.81	21.00	-11.44	42.94
1139703086	21.06	17.88	21.00	-11.50	43.00
1139703090	21.00	17.88	20.94	-11.50	43.06
1139703094	21.06	17.88	20.94	-11.44	43.06
1139703098	21.06	17.88	21.00	-11.50	43.06
1139703102	21.06	17.88	21.00	-11.50	43.06
1139703107	21.00	17.81	21.00	-11.50	43.06
1139703111	21.00	17.81	21.00	-11.50	43.12
1139703115	21.00	17.81	21.00	-11.50	43.06
1139703119	21.06	17.81	21.00	-11.50	43.12
1139703123	21.06	17.81	21.00	-11.50	43.12
1139703127	21.00	17.88	21.00	-11.44	43.12
1139703131	21.00	17.94	21.00	-11.44	43.06
1139703135	21.00	17.94	21.00	-11.50	43.00
1139703140	21.00	17.94	21.00	-11.44	43.00
1139703145	21.00	18.00	21.00	-11.44	43.00
1139703149	21.06	17.94	21.00	-11.44	43.00
1139703153	21.00	17.94	21.00	-11.44	43.00
1139703157	21.00	17.94	21.00	-11.44	43.00
1139703161	21.06	17.88	20.94	-11.38	43.00
1139703165	21.00	17.88	20.94	-11.44	43.00
1139703169	21.00	17.94	21.00	-11.38	43.00
1139703173	21.00	17.94	21.00	-11.38	43.00
1139703178	21.00	17.94	21.00	-11.38	43.00
1139703182	21.00	17.94	21.00	-11.38	43.06
1139703186	21.00	17.88	21.00	-11.38	43.06
1139703190	21.00	17.94	21.00	-11.38	43.06
1139703194	21.00	17.94	21.00	-11.44	43.00
1139703198	21.00	17.94	21.00	-11.38	43.00
1139703203	21.00	17.94	21.00	-11.44	43.06
1139703207	21.00	17.94	21.00	-11.44	43.06
1139703211	21.00	17.94	21.00	-11.44	43.06
1139703215	21.00	18.00	21.00	-11.44	43.06
1139703219	21.00	17.94	21.00	-11.44	43.06
1139703223	21.00	17.94	21.00	-11.44	43.06
1139703227	21.00	18.00	21.00	-11.44	43.06
1139703232	21.00	17.94	21.00	-11.44	43.00
1139703236	21.00	17.94	21.00	-11.44	43.00
1139703240	21.00	17.94	21.00	-11.44	43.00
1139703244	21.00	17.94	21.00	-11.44	43.00
1139703248	21.00	17.94	21.00	-11.44	43.00
1139703252	21.00	17.94	21.00	-11.44	43.00
1139703256	21.00	17.94	21.00	-11.44	43.00
1139703260	21.00	17.94	21.00	-11.44	43.00
1139703264	21.00	17.88	21.00	-11.44	43.00
1139703269	21.00	17.94	21.00	-11.44	43.00
1139703273	21.00	17.94	21.00	-11.44	42.94
1139703277	21.00	17.94	21.00	-11.44	42.88
1139703281	21.00	17.88	21.00	-11.44	42.88
1139703285	21.00	17.94	21.00	-11.44	42.94
1139703289	21.00	17.94	21.00	-11.44	42.94
1139703293	21.06	17.94	21.00	-11.44	43.00
1139703297	21.06	18.00	21.00	-11.44	43.06
1139703301	21.00	17.94	21.00	-11.44	43.06
1139703305	21.00	17.94	21.00	-11.44	43.12
1139703310	21.00	17.94	21.00	-11.44	43.12
1139703314	21.06	17.94	21.00	-11.44	43.12
1139703318	21.06	17.88	21.00	-11.44	43.12
1139703322	21.00	17.94	21.00	-11.44	43.00
1139703326	21.06	17.94	21.00	-11.44	43.06
1139703330	21.00	17.94	21.00	-11.44	43.06
1139703334	21.00	17.88	21.00	-11.44	43.00
1139703338	21.00	17.94	21.00	-11.44	42.94
1139703342	21.00	17.88	21.00	-11.44	42.94
1139703346	21.00	17.88	21.00	-11.44	42.94
1139703350	21.00	17.88	21.00	-11.44	43.00
1139703355	21.00	17.88	21.00	-11.44	43.00
1139703359	21.00	17.81	21.00	-11.44	43.00
1139703363	21.00	17.81	21.00	-11.44	43.00
1139703367	21.00	17.81	21.00	-11.44	43.00
1139703371	21.00	17.88	21.00	-11.44	43.06
1139703375	21.00	17.88	21.00	-11.38	43.12
1139703379	21.00	17.88	21.00	-11.38	43.12
1139703383	21.00	17.88	21.00	-11.38	43.12
1139703388	21.00	17.81	21.00	-11.38	43.12
1139703392	21.00	17.88	21.00	-11.38	43.12
1139703396	21.00	17.81	21.00	-11.38	43.19
1139703400	21.00	17.88	21.00	-11.38	43.19
1139703404	21.00	17.88	21.00	-11.38	43.12
1139703408	21.00	17.88	21.00	-11.38	43.12
1139703412	21.00	17.88	21.00	-11.38	43.12
1139703416	21.00	17.88	21.00	-11.38	43.06
1139703420	21.00	17.88	21.00	-11.38	43.12
1139703424	21.00	17.81	21.00	-11.38	43.12
1139703429	21.00	17.88	21.00	-11.38	43.06
1139703433	21.00	17.81	21.00	-11.38	43.06
1139703437	21.00	17.88	21.00	-11.31	43.00
1139703441	21.00	17.81	21.00	-11.31	42.94
1139703445	21.00	17.81	21.00	-11.31	42.94
1139703449	21.00	17.75	21.00	-11.31	42.88
1139703453	21.00	17.81	21.00	-11.31	42.94
1139703458	21.00	17.75	20.94	-11.31	42.94
1139703462	21.00	17.81	21.00	-11.31	42.94
1139703466	21.00	17.75	21.00	-11.31	42.94
1139703470	21.00	17.81	21.00	-11.31	42.94
1139703474	21.00	17.81	20.94	-11.31	43.00
1139703478	21.00	17.81	21.00	-11.31	42.94
1139703482	21.00	17.75	20.94	-11.31	42.94
1139703486	21.00	17.75	20.94	-11.31	42.94
1139703490	21.00	17.75	20.94	-11.31	42.94
1139703494	21.00	17.81	20.94	-11.31	42.94
1139703498	21.00	17.81	20.94	-11.25	42.94
1139703502	21.00	17.88	21.00	-11.25	42.94
1139703507	21.00	17.88	21.00	-11.25	42.94
1139703511	21.00	17.94	21.00	-11.25	43.00
1139703515	21.00	17.94	21.00	-11.25	42.94
1139703519	21.00	17.94	21.00	-11.25	43.00
1139703524	21.00	18.00	21.00	-11.25	43.00
1139703528	21.00	17.94	21.00	-11.25	43.00
1139703532	21.00	17.94	21.00	-11.25	43.00
1139703536	21.00	17.88	21.00	-11.25	43.00
1139703540	21.00	17.88	21.00	-11.25	42.94
1139703544	21.00	17.81	21.00	-11.25	42.94
1139703548	21.00	17.88	21.00	-11.25	42.94
1139703552	21.00	17.81	21.00	-11.25	42.94
1139703556	21.00	17.88	21.00	-11.19	42.94
1139703560	21.00	17.88	21.00	-11.25	43.00
1139703564	21.00	17.81	21.00	-11.19	43.00
1139703568	21.06	17.81	21.00	-11.19	42.94
1139703572	21.06	17.81	21.00	-11.19	42.94
1139703576	21.06	17.81	21.00	-11.19	42.94
1139703581	21.00	17.88	21.00	-11.25	42.94
1139703585	21.00	17.88	21.00	-11.19	43.00
1139703590	21.00	17.88	21.00	-11.19	42.94
1139703594	21.00	17.88	21.00	-11.19	42.94
1139703598	21.00	17.88	21.00	-11.19	42.88
1139703602	21.00	17.94	21.00	-11.19	42.88
1139703606	21.06	17.94	21.00	-11.25	42.88
1139703610	21.00	17.94	21.00	-11.19	42.94
1139703614	21.00	17.94	21.00	-11.19	42.88
1139703618	21.00	17.94	21.00	-11.19	42.88
1139703622	21.00	17.88	21.00	-11.25	42.88
1139703626	21.00	17.88	21.00	-11.19	42.88
1139703630	21.00	17.81	21.00	-11.19	42.94
1139703634	21.00	17.81	21.00	-11.19	42.94
1139703638	21.00	17.81	21.00	-11.25	42.94
1139703642	21.00	17.88	21.00	-11.19	42.94
1139703647	21.00	17.94	21.00	-11.25	42.94
1139703651	21.00	17.94	21.00	-11.19	42.88
1139703655	21.00	17.88	20.94	-11.19	42.94
1139703659	21.00	17.88	21.00	-11.19	42.94
1139703663	21.00	17.88	21.00	-11.19	42.94
1139703667	21.00	17.88	20.94	-11.19	42.94
1139703671	21.00	17.88	20.94	-11.19	43.00
1139703675	21.00	17.88	20.94	-11.19	43.00
1139703679	21.00	17.88	21.00	-11.19	42.88
1139703683	21.00	17.94	20.94	-11.19	42.88
1139703687	21.00	17.88	21.00	-11.19	42.94
1139703691	21.00	17.88	21.00	-11.19	42.88
1139703696	21.00	17.88	21.00	-11.19	42.88
1139703700	21.00	17.88	21.00	-11.19	42.81
1139703704	21.00	17.88	21.00	-11.19	42.81
1139703708	21.06	17.88	21.00	-11.25	42.75
1139703713	21.00	17.88	21.00	-11.25	42.75
1139703717	21.00	17.88	21.00	-11.19	42.81
1139703721	21.00	17.88	21.00	-11.25	42.88
1139703725	21.00	17.88	21.00	-11.19	42.88
1139703729	21.00	17.88	21.00	-11.25	42.88
1139703733	21.00	17.81	21.00	-11.25	42.88
1139703737	21.00	17.81	20.94	-11.25	42.88
1139703741	21.00	17.81	21.00	-11.25	42.88
1139703745	21.00	17.81	21.00	-11.25	42.88
1139703749	21.00	17.88	20.94	-11.25	42.88
1139703753	21.00	17.88	20.94	-11.25	42.94
1139703757	21.00	17.88	20.94	-11.25	42.94
1139703761	21.00	17.88	21.00	-11.19	42.94
1139703765	21.00	17.94	20.94	-11.19	42.88
1139703770	21.00	18.00	20.94	-11.25	42.88
1139703774	21.00	17.94	21.00	-11.25	42.88
1139703778	21.00	17.94	21.00	-11.19	42.88
1139703782	21.00	17.94	21.00	-11.25	42.81
1139703786	21.00	17.94	21.00	-11.19	42.75
1139703791	21.00	17.94	21.00	-11.19	42.69
1139703795	21.00	17.88	21.00	-11.19	42.69
1139703799	21.00	17.88	21.00	-11.19	42.69
1139703803	21.00	17.81	21.00	-11.19	42.69
1139703807	21.00	17.88	21.00	-11.19	42.75
1139703811	20.94	17.88	20.94	-11.19	42.81
1139703815	21.00	17.88	21.00	-11.19	42.88
1139703819	21.00	17.88	21.00	-11.19	42.88
1139703823	20.94	17.81	21.00	-11.19	42.88
1139703827	21.00	17.81	21.00	-11.19	42.81
1139703832	21.00	17.75	21.00	-11.19	42.81
1139703836	21.00	17.75	21.00	-11.19	42.81
1139703840	21.00	17.75	20.94	-11.19	42.81
1139703844	21.00	17.81	20.94	-11.19	42.81
1139703848	21.00	17.81	20.94	-11.19	42.81
1139703852	21.00	17.75	21.00	-11.12	42.81
1139703856	21.00	17.81	21.00	-11.12	42.81
1139703861	21.00	17.81	21.00	-11.12	42.81
1139703865	21.00	17.88	21.00	-11.12	42.81
1139703869	21.00	17.88	21.00	-11.12	42.81
1139703873	21.00	17.88	21.00	-11.19	42.81
1139703877	21.00	17.88	21.00	-11.12	42.88
1139703881	21.00	17.94	21.00	-11.12	42.81
1139703885	21.00	17.94	21.00	-11.12	42.81
1139703889	21.00	17.94	21.00	-11.12	42.88
1139703894	21.00	17.88	21.00	-11.12	42.88
1139703898	21.00	17.94	21.00	-11.12	42.81
1139703902	21.00	17.88	21.00	-11.12	42.81
1139703906	21.00	17.81	21.00	-11.12	42.81
1139703910	21.00	17.81	21.00	-11.12	42.81
1139703914	21.00	17.81	21.00	-11.12	42.88
1139703918	21.00	17.81	21.00	-11.12	42.81
1139703922	21.06	17.81	20.94	-11.12	42.81
1139703926	21.00	17.81	21.00	-11.12	42.81
1139703931	21.00	17.81	21.00	-11.12	42.75
1139703935	21.00	17.75	20.94	-11.12	42.69
1139703939	21.00	17.75	21.00	-11.12	42.62
1139703943	21.00	17.75	21.00	-11.12	42.62
1139703947	21.00	17.81	21.00	-11.12	42.56
1139703951	21.00	17.81	21.00	-11.12	42.56
1139703955	21.00	17.88	20.94	-11.12	42.56
1139703960	21.00	17.81	20.94	-11.12	42.62
1139703964	21.00	17.81	21.00	-11.12	42.69
1139703968	21.00	17.81	21.00	-11.12	42.69
1139703972	21.00	17.81	21.00	-11.12	42.75
1139703976	21.00	17.81	20.94	-11.12	42.75
1139703980	21.00	17.81	21.00	-11.12	42.75
1139703984	21.00	17.81	21.00	-11.12	42.81
1139703988	21.00	17.88	21.00	-11.12	42.88
1139703992	21.00	17.88	21.00	-11.12	42.88
1139703996	21.00	17.88	21.00	-11.12	42.94
1139704001	21.00	17.88	21.00	-11.12	42.94
1139704005	21.06	17.88	21.00	-11.12	42.88
1139704009	21.00	17.88	21.00	-11.12	42.88
1139704013	21.00	17.88	21.00	-11.12	42.88
1139704017	21.06	17.94	21.00	-11.12	42.88
1139704021	21.00	17.88	21.00	-11.12	42.88
1139704025	21.00	17.88	21.00	-11.19	42.88
1139704029	21.00	17.88	21.00	-11.12	42.88
1139704033	21.00	17.88	21.00	-11.12	42.88
1139704037	21.00	17.88	21.00	-11.19	42.88
1139704041	21.00	17.88	21.00	-11.19	42.81
1139704045	21.00	17.94	21.00	-11.19	42.81
1139704050	21.00	17.94	20.94	-11.19	42.81
1139704054	21.00	17.94	21.00	-11.19	42.81
1139704058	21.00	17.94	20.94	-11.19	42.81
1139704062	21.00	17.94	21.00	-11.19	42.81
1139704066	21.00	17.88	21.00	-11.12	42.75
1139704070	21.00	17.81	21.00	-11.19	42.81
1139704074	20.94	17.81	21.00	-11.19	42.81
1139704078	21.00	17.88	21.00	-11.19	42.81
1139704083	21.00	17.81	21.00	-11.19	42.81
1139704087	21.00	17.81	21.00	-11.19	42.81
1139704091	21.00	17.81	21.00	-11.19	42.81
1139704095	21.00	17.81	21.00	-11.19	42.81
1139704099	21.00	17.81	21.00	-11.19	42.81
1139704103	21.00	17.75	21.00	-11.19	42.81
1139704107	21.00	17.81	21.00	-11.19	42.88
1139704111	21.00	17.81	21.00	-11.19	42.81
1139704115	21.00	17.81	21.00	-11.19	42.81
1139704119	21.00	17.88	21.00	-11.19	42.75
1139704123	21.00	17.88	21.00	-11.19	42.75
1139704127	21.00	17.88	20.94	-11.19	42.81
1139704132	20.94	17.81	21.00	-11.19	42.81
1139704136	21.00	17.81	21.00	-11.19	42.75
1139704140	21.00	17.81	21.00	-11.19	42.75
1139704145	21.00	17.81	21.00	-11.19	42.69
1139704149	21.00	17.81	21.00	-11.19	42.69
1139704153	21.00	17.81	21.00	-11.19	42.75
1139704157	21.00	17.81	21.00	-11.19	42.75
1139704161	21.00	17.81	21.00	-11.12	42.75
1139704165	21.00	17.81	20.94	-11.19	42.75
1139704169	21.00	17.81	20.94	-11.19	42.75
1139704173	21.00	17.81	21.00	-11.19	42.75
1139704177	21.00	17.75	21.00	-11.19	42.75
1139704181	21.00	17.75	21.00	-11.19	42.75
1139704185	21.00	17.75	21.00	-11.19	42.81
1139704189	21.00	17.69	21.00	-11.19	42.81
1139704193	21.00	17.75	21.00	-11.19	42.81
1139704197	21.00	17.81	21.00	-11.19	42.81
1139704202	21.00	17.81	21.00	-11.19	42.75
1139704206	21.00	17.88	21.00	-11.19	42.75
1139704210	21.00	17.88	21.00	-11.19	42.81
